  12:04:01,1,2,3,4,5
MBJC,39,25,10,,
KBL,42,25,19,,
MBJC,39,25,10,,
JLI,25,45,15,,
GUFL,10,48,100,,
GBBL,16,57,20,,
SIL,57,50,50,,
MBJC,39,38,10,,
MBJC,39,52,10,,
SPDL,56,48,460,,
SPDL,21,48,40,,
MBJC,39,55,10,,
EBL,20,44,50,,
KSBBL,1,46,65,,
KSBBL,1,34,35,,
DDBL,53,14,20,,
DDBL,53,45,10,,
CCBL,17,47,703,,
CCBL,17,35,25,,
CCBL,17,47,2000,,
CCBL,17,5,72,,
CCBL,17,58,50,,
CCBL,17,44,100,,
CCBL,17,8,1000,,
CCBL,17,35,50,,
EBL,20,36,30,,
API,35,55,300,,
MBJC,39,40,10,,
MBJC,39,58,10,,
MBJC,39,58,10,,
CZBIL,45,58,300,,
NBL,1,32,195,,
NBL,1,53,50,,
NBL,1,49,15,,
NBL,1,48,100,,
NBL,1,32,140,,
ICFC,59,45,100,,
HGI,44,43,15,,
HGI,44,54,646,,
MFIL,22,53,190,,
SICL,22,49,20,,
MBJC,39,47,10,,
AHPC,49,36,200,,
AHPC,51,36,100,,
AHPC,38,36,74,,
MBJC,39,16,10,,
HDL,26,38,30,,
HDL,59,38,10,,
HDL,25,38,12,,
MBJC,39,52,10,,
MBJC,39,26,10,,
KBL,42,17,381,,
MBJC,39,21,10,,
MBJC,39,54,10,,
UPPER,26,34,200,,
UPPER,19,34,300,,
UPPER,49,34,190,,
UPPER,57,34,200,,
UPPER,46,34,100,,
UPPER,49,34,100,,
UPPER,16,34,200,,
UPPER,52,34,200,,
UPPER,34,34,10,,
MBJC,39,58,10,,
MBJC,39,58,10,,
MBJC,38,59,10,,
MBJC,3,39,10,,
NRN,5,39,500,,
NLIC,53,28,100,,
MBJC,3,28,10,,
CIT,46,16,100,,
CIT,46,46,20,,
MBJC,3,38,10,,
MBJC,3,57,10,,
MLBL,32,43,300,,
MBJC,3,42,10,,
MBJC,3,42,10,,
MBJC,3,21,10,,
MBJC,3,49,10,,
UPCL,49,34,60,,
MBJC,3,58,10,,
SBL,55,55,70,,
SBL,55,55,50,,
HGI,44,54,847,,
HGI,44,19,30,,
HGI,44,14,10,,
HGI,44,20,113,,
MBJC,3,44,10,,
AKPL,17,19,279,,
MBJC,3,19,10,,
AKPL,3,19,219,,
KKHC,57,58,20,,
KKHC,57,35,50,,
KKHC,57,44,100,,
KKHC,57,49,30,,
HDL,25,46,88,,
MLBSL,10,35,10,,
MLBSL,10,36,57,,
MLBSL,10,38,10,,
MLBSL,10,17,10,,
MLBSL,10,57,10,,
MFIL,22,48,310,,
KKHC,56,49,970,,
MBJC,3,56,10,,
KKHC,56,21,130,,
JOSHI,14,49,100,,
GRDBL,14,14,100,,
MBJC,3,51,10,,
GMFIL,19,5,68,,
NGPL,28,58,150,,
GMFIL,19,59,100,,
GMFIL,19,57,50,,
GMFIL,19,35,20,,
GMFIL,19,7,250,,
GMFIL,19,58,12,,
NICA,34,45,65,,
ULI,59,44,10,,
AKPL,3,42,11,,
CBL,14,17,32,,
LEMF,58,11,1500,,
RMDC,16,39,50,,
PCBL,38,57,45,,
CBL,57,37,24,,
CBL,57,40,10,,
CBL,57,37,166,,
MBJC,3,38,10,,
MBJC,3,25,10,,
CFCL,56,4,50,,
CFCL,26,4,100,,
CFCL,25,4,50,,
GLH,41,56,10,,
SPDL,21,16,500,,
SPDL,21,29,460,,
NRIC,57,48,40,,
SRBL,5,41,44,,
MBJC,3,49,10,,
MBJC,3,58,10,,
MBJC,3,58,10,,
MBJC,3,8,10,,
MBJC,3,8,10,,
MBJC,53,45,10,,
NMB,35,49,20,,
MBJC,53,17,10,,
MBJC,53,57,10,,
MBJC,53,6,10,,
MBJC,53,52,10,,
SCB,5,32,115,,
MBJC,53,56,10,,
MBJC,53,29,10,,
NCCB,57,29,160,,
MBJC,53,49,10,,
KKHC,48,21,300,,
MBJC,53,58,10,,
MPFL,58,49,30,,
MBJC,53,39,10,,
LBL,38,45,100,,
EBL,43,45,500,,
MBJC,53,6,10,,
KBL,21,6,100,,
RHPL,26,39,50,,
NICL,13,35,80,,
NICL,13,47,20,,
HDL,13,46,52,,
SLI,29,35,10,,
KKHC,35,21,50,,
MBJC,53,34,10,,
SHL,34,22,100,,
SINDU,44,58,89,,
MBJC,53,59,10,,
MBJC,53,39,10,,
PROFL,19,55,140,,
PCBL,38,51,11,,
AHPC,25,44,19,,
MBJC,53,55,10,,
ULI,49,38,10,,
MFIL,26,26,70,,
MBJC,53,40,10,,
SRBL,58,5,100,,
SRBL,58,58,210,,
SRBL,58,19,200,,
MBJC,53,58,10,,
MBJC,53,17,10,,
HDL,17,46,30,,
HDL,42,46,20,,
MBJC,53,46,10,,
HDL,19,46,10,,
SLI,22,36,10,,
MBJC,53,40,10,,
HDHPC,40,50,500,,
MBJC,53,22,10,,
SAHAS,49,56,10,,
SHPC,50,21,210,,
HIDCL,49,36,100,,
FMDBL,49,14,20,,
SSHL,54,44,10,,
SSHL,54,8,420,,
SIC,21,35,50,,
MBJC,53,35,10,,
CZBIL,53,58,200,,
CZBIL,53,50,410,,
CZBIL,53,46,300,,
SLI,22,44,10,,
MBJC,53,38,10,,
LGIL,46,6,200,,
AHPC,25,38,12,,
AHPC,25,45,99,,
SANIMA,25,42,170,,
MBJC,53,43,10,,
MBJC,53,10,10,,
MBJC,53,26,10,,
NABIL,45,6,50,,
JOSHI,52,58,500,,
SSHL,13,8,100,,
NABIL,40,45,4,,
MBJC,53,21,10,,
MBJC,53,14,10,,
MNBBL,42,3,26,,
MNBBL,42,49,141,,
JBBL,49,49,11,,
MBJC,53,49,10,,
UMRH,49,48,300,,
KSBBL,49,34,42,,
BFC,19,18,86,,
BFC,19,52,50,,
HGI,44,20,500,,
SANIMA,53,57,200,,
JFL,49,17,400,,
JFL,5,17,100,,
MBJC,53,52,10,,
ICFC,45,45,60,,
MBJC,53,21,10,,
MBJC,53,21,10,,
JBLB,20,34,10,,
NLIC,4,49,10,,
MBJC,53,28,10,,
MBJC,53,8,10,,
SINDU,44,46,500,,
SINDU,44,59,411,,
MBJC,53,38,10,,
MBJC,53,13,10,,
NIFRA,38,35,10,,
GHL,21,34,864,,
GHL,21,1,136,,
NLIC,4,45,20,,
MBJC,53,41,10,,
PICL,36,43,200,,
MBJC,53,58,10,,
AIL,49,58,10,,
MBJC,53,39,10,,
MBJC,53,19,10,,
MBJC,53,19,10,,
RADHI,19,45,500,,
NLIC,53,25,100,,
HGI,44,20,387,,
HGI,44,50,93,,
HGI,44,34,20,,
PSF,14,57,100,,
NHDL,38,5,80,,
PCBL,38,39,270,,
MBJC,53,48,10,,
RHPL,48,34,50,,
SHPC,6,21,100,,
PRVU,14,41,100,,
NLIC,10,35,10,,
SPDL,58,33,20,,
JLI,56,45,10,,
MBJC,53,58,10,,
MBJC,53,58,10,,
UPPER,42,49,194,,
UPPER,42,49,20,,
UPPER,39,49,66,,
PRVU,1,41,88,,
PRVU,1,51,112,,
MBJC,53,51,10,,
HIDCL,38,36,250,,
NIFRA,38,45,70,,
NIFRA,38,58,10,,
MBJC,53,38,10,,
EBL,26,56,25,,
MNBBL,17,49,10,,
MBJC,53,25,10,,
MBJC,53,16,10,,
MBJC,53,6,10,,
MBJC,53,6,10,,
DDBL,21,41,10,,
PICL,36,34,172,,
PICL,39,34,128,,
ICFC,34,45,15,,
MBJC,50,58,10,,
GIMES1,35,56,10000,,
LBL,1,10,330,,
LBL,1,35,70,,
LBL,1,5,100,,
SSHL,54,8,250,,
MBJC,49,59,10,,
NIFRA,59,48,50,,
SAHAS,49,44,10,,
MBJC,56,38,10,,
MBJC,56,43,10,,
MBJC,56,55,10,,
PRVU,6,51,25,,
NUBL,6,22,50,,
MBJC,54,21,10,,
KKHC,21,21,100,,
MBJC,43,52,10,,
SSHL,41,8,50,,
BPCL,19,48,100,,
CIT,49,46,25,,
UPPER,39,56,34,,
SHINE,1,47,100,,
SHINE,45,47,50,,
NGPL,8,58,60,,
KLBSL,51,40,10,,
MBJC,43,38,10,,
AKJCL,4,47,110,,
MBJC,43,26,10,,
GUFL,6,59,100,,
GUFL,6,34,75,,
UMHL,52,48,200,,
MBJC,43,34,10,,
MBJC,43,59,10,,
PRIN,53,35,14,,
CIT,45,46,20,,
SINDU,45,59,59,,
MLBL,19,48,1000,,
EICPO,5,49,500,,
MBJC,43,38,10,,
SICL,53,43,10,,
MBJC,43,16,10,,
MBJC,43,21,10,,
MBJC,43,6,10,,
AHPC,38,42,176,,
AHPC,4,42,900,,
AHPC,34,42,1000,,
AHPC,35,42,1000,,
AHPC,33,42,800,,
AHPC,4,42,574,,
HDL,42,28,8,,
AHPC,45,42,200,,
AHPC,50,42,50,,
JOSHI,52,47,420,,
MBJC,43,56,10,,
EDBL,45,45,30,,
NLIC,48,25,35,,
NLIC,48,53,265,,
MBJC,58,8,10,,
KBL,17,17,600,,
KBL,17,45,100,,
KBL,17,57,300,,
MBJC,58,55,10,,
MBJC,58,58,10,,
SHPC,49,51,75,,
RMDC,19,39,40,,
MBJC,39,39,10,,
RMDC,40,39,10,,
NRIC,29,16,25,,
ACLBSL,45,49,120,,
ACLBSL,45,6,50,,
ACLBSL,45,6,10,,
GLH,41,45,10,,
MBJC,39,38,10,,
NYADI,34,44,10,,
MLBL,26,53,170,,
ALICL,4,44,20,,
MBJC,39,21,10,,
GBIME,52,26,150,,
MBJC,39,58,10,,
LGIL,44,35,100,,
SSHL,54,8,40,,
SSHL,29,8,140,,
AHPC,45,45,150,,
CZBIL,22,50,190,,
CZBIL,22,44,135,,
MBJC,39,40,10,,
CZBIL,22,45,15,,
CZBIL,22,50,160,,
UPPER,6,45,60,,
CZBIL,20,50,115,,
UPPER,6,7,40,,
CZBIL,20,41,85,,
MBJC,39,52,10,,
SHL,49,22,100,,
MBJC,39,56,10,,
MBJC,39,1,10,,
LGIL,44,39,50,,
MBJC,39,39,10,,
PRVU,54,51,200,,
KSBBL,49,3,500,,
KSBBL,38,3,20,,
KSBBL,38,3,20,,
KSBBL,44,3,298,,
SFCL,45,41,50,,
MHNL,25,49,85,,
MBJC,39,26,10,,
HIDCL,17,36,500,,
CCBL,53,53,1912,,
CFCL,53,14,50,,
CCBL,44,53,88,,
ALICL,51,44,130,,
PRVU,21,51,23,,
MBJC,39,52,10,,
AHPC,48,17,500,,
MBJC,39,48,10,,
MBJC,39,38,10,,
MBJC,39,46,10,,
SANIMA,43,45,58,,
JFL,13,1,500,,
DDBL,37,5,10,,
MBL,42,13,30,,
CCBL,34,8,500,,
SRBL,58,45,55,,
SRBL,58,44,156,,
NIFRA,49,49,34,,
GBIME,34,48,20,,
MNBBL,48,3,100,,
MBJC,39,59,10,,
KBL,48,5,20,,
HGI,42,29,100,,
MBJC,39,36,10,,
ICFC,37,45,105,,
ICFC,19,45,126,,
ICFC,33,45,100,,
ICFC,13,45,500,,
ICFC,36,45,10,,
ICFC,26,45,195,,
JLI,45,45,30,,
MBJC,39,45,10,,
JLI,45,13,10,,
MBJC,39,35,10,,
MBJC,39,58,10,,
MKJC,58,21,10,,
MBJC,39,6,10,,
PROFL,19,5,200,,
PROFL,19,34,660,,
GBBL,53,57,10,,
MBJC,6,8,10,,
SINDU,53,59,30,,
MBJC,6,17,10,,
GFCL,58,36,134,,
GFCL,11,36,100,,
HIDCL,42,36,10,,
HIDCL,52,36,231,,
MLBL,26,21,330,,
MLBL,19,21,500,,
MLBL,10,21,150,,
MLBL,52,21,10,,
MLBL,53,21,10,,
MBL,32,13,100,,
MBL,32,58,400,,
BOKL,42,56,600,,
PRVU,56,51,140,,
HDL,44,55,30,,
HDL,58,55,20,,
HDL,58,41,20,,
HDL,58,17,10,,
HDL,58,56,50,,
MBJC,6,58,10,,
CBL,14,58,68,,
MFIL,35,16,30,,
KKHC,35,21,50,,
PRVU,5,41,177,,
PRVU,5,35,200,,
PRVU,5,44,200,,
PRVU,5,26,100,,
PRVU,5,58,400,,
PRVU,5,47,100,,
PRVU,5,35,23,,
MBJC,6,57,10,,
KSBBL,38,34,20,,
NIFRA,49,44,10,,
PROFL,29,56,55,,
RLFL,22,21,10,,
MBJC,6,10,10,,
MBJC,6,21,10,,
MBJC,6,14,10,,
AKPL,44,14,155,,
MBJC,6,16,10,,
MBJC,6,52,10,,
JOSHI,51,47,80,,
JOSHI,51,43,30,,
FOWAD,58,39,100,,
CBL,58,37,10,,
NGPL,6,58,50,,
NGPL,38,58,30,,
PCBL,38,39,300,,
LGIL,44,45,50,,
NICL,37,35,90,,
NICL,26,35,50,,
SIFC,4,35,200,,
NICL,1,35,20,,
NLIC,42,53,15,,
NGPL,4,58,5000,,
NGPL,6,58,50,,
NGPL,45,58,1000,,
NGPL,39,58,500,,
NGPL,57,58,250,,
MBJC,6,34,10,,
NGPL,42,58,10,,
NGPL,6,58,50,,
NGPL,54,58,200,,
GBBL,58,57,10,,
NGPL,21,58,50,,
AHPC,45,49,300,,
AHPC,4,49,50,,
MBJC,6,59,10,,
JBLB,17,44,10,,
JBLB,17,49,10,,
NIL,36,48,70,,
NIL,36,43,50,,
GBIME,34,44,804,,
MBJC,25,58,10,,
MBJC,25,58,10,,
MBJC,25,6,10,,
UMRH,49,3,200,,
EDBL,1,45,50,,
MBJC,25,45,10,,
MBJC,25,39,10,,
MNBBL,43,3,200,,
MNBBL,6,3,100,,
MNBBL,45,3,24,,
MNBBL,55,3,70,,
MBJC,25,57,10,,
KSBBL,41,57,290,,
RADHI,57,45,20,,
MFIL,38,16,20,,
MFIL,38,58,390,,
MFIL,38,48,90,,
ADBL,32,34,180,,
ADBL,32,10,100,,
ADBL,32,8,50,,
ADBL,32,59,170,,
SPDL,58,29,40,,
GBIME,16,44,150,,
GBIME,16,57,50,,
MBJC,39,55,10,,
MBJC,39,55,10,,
RHPL,22,56,20,,
HDL,56,56,10,,
MBJC,39,28,10,,
MBJC,39,39,10,,
MBJC,39,59,10,,
HIDCL,52,3,769,,
HIDCL,57,3,200,,
HIDCL,54,3,31,,
UMHL,57,48,260,,
GUFL,44,21,20,,
MBJC,39,44,10,,
JSLBB,14,52,15,,
TPC,53,49,10,,
TPC,53,55,10,,
TPC,53,39,10,,
TPC,53,22,10,,
TPC,53,21,10,,
NHPC,29,42,22,,
NHPC,29,37,228,,
MBJC,39,53,10,,
NHPC,29,57,250,,
NHPC,29,50,500,,
UPCL,20,34,910,,
UPCL,20,19,690,,
AKPL,44,55,100,,
MBJC,39,52,10,,
PRVU,34,35,77,,
NCCB,14,56,200,,
UPPER,49,3,55,,
UPPER,1,3,100,,
UPPER,26,3,50,,
UPPER,57,3,200,,
UPPER,50,3,200,,
UPPER,25,3,118,,
UPPER,28,3,50,,
PRVU,34,33,1000,,
SHIVM,20,5,395,,
SHIVM,20,38,30,,
SHIVM,20,38,166,,
SHIVM,20,38,61,,
SHIVM,20,38,35,,
SHIVM,20,38,30,,
SHIVM,20,38,35,,
SHIVM,20,38,35,,
SHIVM,20,38,35,,
SHIVM,20,38,21,,
SHIVM,20,38,36,,
SHIVM,20,38,40,,
SHIVM,20,38,40,,
SHIVM,20,38,38,,
SHIVM,20,38,45,,
SHIVM,20,38,55,,
SHIVM,20,38,45,,
SHIVM,20,38,55,,
SHIVM,20,38,80,,
SHIVM,20,38,80,,
JBBL,57,57,145,,
NGPL,57,58,200,,
MBJC,39,26,10,,
HIDCL,21,58,63,,
HIDCL,21,49,10,,
HIDCL,21,40,200,,
HIDCL,21,38,100,,
HIDCL,21,17,450,,
HIDCL,21,55,177,,
EBL,21,56,50,,
MBJC,39,8,10,,
LICN,25,58,11,,
JBBL,36,57,150,,
SHIVM,20,38,115,,
SHIVM,20,38,80,,
SHIVM,20,38,100,,
SHIVM,20,38,100,,
SHIVM,20,38,22,,
SHIVM,20,38,22,,
SHIVM,20,38,23,,
SHIVM,20,38,23,,
SHIVM,20,38,23,,
SHIVM,20,38,23,,
SHIVM,20,38,25,,
SHIVM,20,38,25,,
SHIVM,20,38,24,,
SHIVM,20,38,25,,
SHIVM,20,38,25,,
SHIVM,20,38,225,,
SHIVM,20,38,290,,
SHIVM,20,45,40,,
SHIVM,20,38,37,,
SHIVM,20,38,23,,
SHIVM,20,38,55,,
SHIVM,20,38,21,,
SHIVM,20,38,45,,
SHIVM,20,38,80,,
SHIVM,20,38,227,,
SHIVM,20,38,25,,
SHIVM,20,38,22,,
SHIVM,20,38,22,,
SHIVM,20,38,27,,
SHIVM,20,38,30,,
SHIVM,20,38,26,,
SHIVM,20,38,55,,
SHIVM,20,38,70,,
SHIVM,20,38,60,,
SHIVM,20,38,60,,
SHIVM,20,38,75,,
SHIVM,20,38,70,,
SHIVM,20,38,78,,
SHIVM,20,38,29,,
SHIVM,20,38,75,,
SHIVM,20,38,95,,
SHIVM,20,38,180,,
SHIVM,20,38,150,,
SHIVM,20,38,50,,
SHIVM,20,38,20,,
SHIVM,20,38,20,,
SHIVM,20,38,22,,
SHIVM,20,38,22,,
SHIVM,20,38,20,,
SHIVM,20,38,20,,
SHIVM,20,38,39,,
SHIVM,20,38,37,,
SHIVM,20,38,22,,
PCBL,7,39,10,,
NHPC,45,17,300,,
AHPC,49,45,51,,
SHIVM,20,38,22,,
AHPC,49,22,30,,
AHPC,49,17,100,,
SHIVM,20,38,125,,
SHIVM,20,40,50,,
AHPC,49,34,799,,
AHPC,49,1,20,,
SHIVM,20,21,100,,
MBJC,16,40,10,,
SHIVM,20,36,97,,
MBJC,36,51,10,,
SHIVM,20,32,15,,
SHIVM,20,49,50,,
MBL,55,58,100,,
NIFRA,49,39,1296,,
SHIVM,20,59,1000,,
SHIVM,20,38,22,,
NIFRA,48,39,20,,
SHIVM,20,57,70,,
NIFRA,45,39,60,,
SHIVM,20,54,115,,
NIFRA,58,39,10,,
SHIVM,20,50,500,,
NIFRA,47,39,150,,
SHIVM,20,38,400,,
NIFRA,14,39,10,,
SHIVM,20,25,40,,
NIFRA,58,39,150,,
SHIVM,20,40,10,,
NIFRA,57,39,410,,
SHIVM,20,34,100,,
NIFRA,49,39,100,,
SHIVM,20,45,200,,
EBL,34,56,230,,
ALICL,19,44,100,,
UPCL,36,19,310,,
ULI,59,57,10,,
KBL,48,36,80,,
KBL,48,32,144,,
MBJC,36,38,10,,
KBL,48,58,55,,
KBL,48,44,38,,
PRVU,43,47,300,,
SHIVM,20,32,25,,
SHIVM,20,32,20,,
SHIVM,20,43,75,,
SHIVM,20,50,50,,
SHIVM,20,47,80,,
SHIVM,20,34,150,,
SHIVM,20,58,300,,
SHIVM,20,38,50,,
SHIVM,20,5,260,,
SHIVM,20,38,80,,
SHIVM,20,38,125,,
SHIVM,20,38,80,,
SHIVM,20,38,150,,
SHIVM,20,38,36,,
SHIVM,20,38,25,,
SHIVM,20,38,34,,
SHIVM,20,38,44,,
SHIVM,20,38,57,,
SHIVM,20,38,22,,
SHIVM,20,38,25,,
SHIVM,20,38,140,,
SHIVM,20,38,50,,
SHIVM,20,38,30,,
SHIVM,20,38,25,,
SHIVM,20,38,32,,
SHIVM,20,38,37,,
SHIVM,20,38,25,,
SHIVM,20,38,35,,
SHIVM,20,38,25,,
MBJC,36,10,10,,
SHIVM,20,38,40,,
SHIVM,20,38,22,,
SHIVM,20,38,23,,
SHIVM,20,38,22,,
SHIVM,20,38,24,,
SHIVM,20,38,24,,
SHIVM,20,38,25,,
SHIVM,20,38,23,,
SHIVM,20,38,45,,
SHIVM,20,38,23,,
SHIVM,20,38,23,,
SHIVM,20,38,25,,
SHIVM,20,38,25,,
SHIVM,20,38,25,,
SHIVM,20,38,65,,
SHIVM,20,38,27,,
SHIVM,20,38,30,,
SHIVM,20,38,80,,
SHIVM,20,38,90,,
SHIVM,20,38,84,,
SHIVM,20,38,75,,
SHIVM,20,38,110,,
SHIVM,20,38,130,,
SHIVM,20,38,22,,
SHIVM,20,38,95,,
SHIVM,20,38,190,,
SHIVM,20,38,265,,
SHIVM,20,34,100,,
SHIVM,20,29,11,,
SHIVM,20,10,10,,
SHIVM,20,25,100,,
SHIVM,20,59,100,,
SHIVM,20,49,50,,
SHIVM,20,40,100,,
SHIVM,20,20,142,,
SHIVM,20,22,100,,
SHIVM,20,25,350,,
SHIVM,20,20,110,,
SHIVM,20,53,20,,
SHIVM,20,41,35,,
SHIVM,20,46,15,,
SHIVM,20,40,100,,
SHIVM,20,58,30,,
SHIVM,20,43,110,,
SHIVM,20,52,14,,
SHIVM,20,49,1500,,
SHIVM,20,25,400,,
SHIVM,20,48,20,,
SHIVM,20,50,209,,
SHIVM,20,3,50,,
SHIVM,20,40,110,,
SHIVM,20,52,50,,
SHIVM,20,38,50,,
SHIVM,20,16,11,,
SHIVM,20,21,20,,
SHIVM,20,53,20,,
SHIVM,20,47,500,,
SHIVM,20,38,100,,
SHIVM,20,33,500,,
SHIVM,20,49,30,,
SHIVM,20,48,100,,
SHIVM,20,18,100,,
SHIVM,20,18,20,,
SHIVM,20,58,10,,
SHIVM,20,32,50,,
SHIVM,20,22,100,,
SHIVM,20,55,20,,
SHIVM,20,45,30,,
MPFL,41,49,10,,
SAHAS,49,58,10,,
MNBBL,1,16,248,,
MNBBL,1,3,252,,
AHPC,34,1,150,,
HIDCL,28,55,50,,
ULI,49,56,10,,
MBL,58,5,318,,
MBL,4,5,50,,
MBL,41,5,132,,
NABIL,38,48,10,,
NABIL,38,21,10,,
NABIL,38,57,100,,
NABIL,38,22,74,,
AHPC,26,34,200,,
MBJC,7,44,10,,
NLIC,10,34,50,,
MBJC,7,34,10,,
MBJC,7,8,10,,
PIC,49,44,20,,
CMF1,14,52,3000,,
MBJC,7,52,10,,
HIDCL,39,55,1000,,
KKHC,59,21,220,,
SADBL,55,47,158,,
PCBL,57,39,420,,
PCBL,57,34,20,,
MBJC,7,57,10,,
ICFC,26,38,35,,
PCBL,57,49,60,,
SIFC,4,25,400,,
NIFRA,41,58,50,,
SPC,34,40,10,,
SPC,34,41,10,,
SPC,34,32,10,,
SPC,34,58,10,,
MBJC,7,52,10,,
SCB,52,52,90,,
LEC,36,52,11,,
MBJC,7,39,10,,
PRVU,55,52,50,,
BFC,19,57,180,,
BFC,19,35,184,,
BFC,19,14,400,,
BFC,19,56,100,,
RMDC,57,25,20,,
MBJC,7,38,10,,
NLIC,21,57,50,,
MBJC,7,35,10,,
NLIC,26,34,50,,
KBL,54,44,100,,
HGI,42,35,200,,
HGI,42,47,20,,
HGI,42,35,40,,
TRH,16,34,74,,
TRH,16,36,300,,
TRH,16,55,400,,
TRH,16,43,226,,
MBJC,7,58,10,,
BARUN,8,57,10,,
GHL,57,1,1000,,
PMHPL,48,4,150,,
CZBIL,48,14,330,,
CZBIL,42,14,10,,
CZBIL,26,14,160,,
SBL,52,54,147,,
PLI,48,41,10,,
PLI,22,41,40,,
RMDC,48,25,20,,
RMDC,48,39,80,,
MHNL,58,49,50,,
MBJC,54,58,10,,
NGPL,32,58,100,,
NGPL,34,58,230,,
UPCL,36,7,50,,
HDL,49,56,50,,
MBJC,54,39,10,,
PRVU,22,52,50,,
AKPL,57,50,100,,
MBJC,54,56,10,,
MBJC,54,59,10,,
NRIC,57,59,100,,
AHPC,45,34,150,,
AHPC,45,44,50,,
MBJC,54,16,10,,
KSBBL,41,58,10,,
NHPC,45,49,150,,
NHPC,58,49,50,,
NRIC,35,37,100,,
API,52,41,300,,
MBJC,54,52,10,,
API,52,6,100,,
MBJC,54,8,10,,
CCBL,53,36,155,,
MBJC,54,10,10,,
NIFRA,14,58,20,,
AHPC,34,42,500,,
RSDC,42,34,100,,
MEGA,25,16,100,,
MEGA,17,16,300,,
MEGA,46,16,100,,
MBJC,54,41,10,,
AHPC,34,5,50,,
MBJC,54,34,10,,
MBJC,54,58,10,,
KSBBL,44,18,152,,
SBL,52,59,100,,
SBL,52,48,100,,
SBL,52,28,100,,
SBL,52,5,50,,
SBL,52,6,500,,
SBL,52,47,500,,
MBJC,54,29,10,,
SBL,52,33,150,,
SBL,52,55,5000,,
SBL,52,6,20,,
SBL,52,47,288,,
MBJC,54,52,10,,
MBJC,54,6,10,,
NGPL,26,57,230,,
CZBIL,49,49,11,,
LBL,52,39,100,,
CHL,57,57,50,,
SLI,22,38,10,,
MBJC,54,57,10,,
NGPL,19,57,700,,
PFL,51,50,13,,
PFL,51,49,27,,
SFCL,45,41,300,,
NLIC,45,57,50,,
NLIC,14,57,50,,
MBJC,54,42,10,,
MBJC,54,16,10,,
MBJC,54,58,10,,
MBJC,54,49,10,,
GHL,52,1,64,,
SANIMA,43,52,10,,
ADBL,52,56,124,,
HURJA,6,56,20,,
MBJC,54,8,10,,
ICFC,26,36,220,,
ICFC,49,36,10,,
ICFC,59,36,100,,
MBJC,44,36,10,,
ICFC,6,36,70,,
UPCL,36,38,140,,
ICFC,51,36,100,,
NABIL,38,45,50,,
PPCL,6,36,14,,
UMHL,57,48,240,,
UMHL,17,48,10,,
UMHL,26,48,200,,
UMHL,54,48,50,,
CIT,17,43,181,,
CIT,17,14,10,,
CIT,17,40,20,,
CIT,17,49,30,,
JBLB,17,57,10,,
CBBL,3,14,10,,
MLBL,21,50,30,,
PCBL,37,49,10,,
MBJC,44,35,10,,
SFCL,35,41,10,,
MBL,1,13,200,,
KBL,52,44,40,,
KLBSL,29,38,240,,
KLBSL,29,57,60,,
KRBL,29,5,100,,
JBLB,6,57,30,,
JBLB,6,55,10,,
JBLB,6,51,10,,
AHPC,45,34,300,,
API,45,41,455,,
API,45,3,600,,
RSDC,21,34,30,,
HDL,21,56,10,,
PLI,55,49,10,,
JLI,29,4,10,,
JLI,16,13,190,,
JLI,16,25,10,,
CZBIL,49,1,20,,
CZBIL,49,19,99,,
UMRH,49,3,300,,
MBJC,44,39,10,,
API,35,3,150,,
CZBIL,29,19,20,,
MBJC,44,5,10,,
MBJC,44,35,10,,
MBJC,44,19,10,,
NMB,45,49,100,,
NBL,14,32,100,,
KBL,29,37,99,,
KBL,56,37,235,,
KBL,25,37,300,,
KBL,42,37,453,,
KBL,26,37,170,,
KBL,45,37,400,,
KBL,54,37,90,,
KBL,35,37,50,,
KBL,4,37,100,,
KBL,48,37,100,,
MBJC,44,58,10,,
HDL,58,56,100,,
CCBL,53,40,250,,
SLICL,52,14,500,,
SLICL,52,57,100,,
SHEL,50,58,90,,
MBJC,44,59,10,,
GBIME,38,57,200,,
EIC,57,58,15,,
HIDCL,57,55,250,,
HIDCL,54,57,100,,
LBL,52,57,100,,
GIMES1,25,6,2680,,
GIMES1,10,6,4300,,
GIMES1,50,6,4000,,
MBL,45,13,500,,
MLBL,35,50,100,,
CBL,58,37,20,,
NLIC,33,53,20,,
NLIC,33,33,230,,
MBJC,44,32,10,,
NICL,1,38,25,,
NICL,1,52,11,,
NICL,1,26,50,,
SAHAS,49,28,10,,
NICA,34,38,45,,
NICA,1,38,700,,
NYADI,58,38,10,,
NICA,43,38,100,,
NICA,46,38,155,,
MBJC,44,29,10,,
MBJC,44,26,10,,
MBJC,44,13,10,,
MBJC,44,21,10,,
MBJC,44,16,10,,
RSDC,16,34,150,,
MBJC,44,34,10,,
RHPL,36,34,200,,
MMF1,48,49,1000,,
NABIL,18,7,1000,,
HDHPC,21,32,200,,
HDHPC,34,32,201,,
HDHPC,25,32,25,,
SHIVM,43,40,75,,
PICL,22,43,13,,
EDBL,50,45,70,,
EDBL,50,39,50,,
BOKL,25,11,23,,
BOKL,5,11,72,,
MBJC,44,46,10,,
MBJC,44,51,10,,
MBJC,44,10,10,,
MBJC,44,17,10,,
CBBL,6,33,40,,
CBBL,6,32,60,,
HIDCL,54,16,300,,
GBBL,54,57,20,,
MBJC,44,57,10,,
MBJC,36,51,10,,
NICLBSL,25,51,11,,
HIDCL,54,42,69,,
HIDCL,28,42,50,,
TRH,41,43,140,,
